monolingual,Sub-task B
पूर्ण रूप मैंने वजह देखि,1
प्यार panchnaama श्रृंखला उदारवादी नारीवादियों लगती,1
एकदम,1
घंटे मोवी उपहार गाजा afeem drags चुम्मा छाती लिंग loudi चक्कर बाबा आना आइए मोवी शीर्षक महतारी मोवी,0
कक्ष भारत jab इसलिए sennema rahega लोग चुटिया बनते रहेंगे,1
मैंने देखिये बोलती लोगो नजरिये बदलना चाहिएगलती कहाँ लड़का लड़कीमूवी देख,1
आईएसएस तर्क इनके काम लोग गलत जानकारी देंगे तथा करेंगे इनके कहाँ बोलने जरुरत,1
lawliet बोलना चाहते,1
प्रतिबद्ध beech रास्ते kabir yaa arjun kahega hat तथा mere raaste cheez kya sir aap love story rahe yee esaa lagta jese knife lekar usko pyaar karvaya jaa raha means priti,1
brhhh,1
debraj nandan agar hamara chalta ham ussi din sabke samne sab kuch kardete ham dono sath main feeling samjhna chahiye sabka agar logic logic karte rahoge kabhi pyar hin nhi payega tumhara,1
ranga billa fenku tadipar,1
left right dono milkar kam karo bich baitha blue shirt uske pichhwade juta ghusao,0
bhot harddick abhinandan,0
arey video toh legendary hone wali,1
agree with you brother bhaiya life baar apse milna jarur chahunga,1
sarkar vishwas hona loktantara and desh vishwas hona dono alag baten hain,1
masta bola,1
shwetabh kabir compare krne socha kese,1
madhusmita pradhan agar gaaliyaan hoti toh video boring lgta,1
khatam kar denge kaise pagal log yar,1
chasme bade ache apke pause smile meri biwi laai thi aww last kya bolu feminist jayhe kahi,1
humare देश लड़कियों saath asli mein छेड़छाड़ बलात्कार hota hoti इसलिए called feministbus प्रसिद्ध hone liye kisi प्रसिद्ध तारा pakad लेती क्यु woh तोह आसान target नजब choti choti bachiyo बलात्कार करके unhe maar देते tab kha ह्य्पोक्रेट्सअब bahar nikal गयी bill jab easy target मिला,1
army main लड़के and ladkiyomilitary main अलग rakha jata there unit different इसलिये vaha par disciplane बिगडने परंतु rahta होमोसेक्सुअल sexual लिया unke liye alag unit banani होगी otherwise vaha chalega,1
saamne sab support krte but yahi log pith पीछे haste,1
vidio apki achhi कबीरसिंग बेकार,1
श्री राम,1
kya lesbian mere समझौते शादी दुनिया लगभग समलैंगिक,1
सच्ची यार भूत biass,1
koi bnda सीमा रहने कोशिश संबंध मर्यादित ढंग जीना चाहता लोग use गुस्सैल ऊपर protected जाने kya बकवास आपकी सुनके लोगो apne असली रूप रहना सीखना चाहिए,1
सेना main मर्द चाहिए chake,0
**चुटिया चलचित्र** **चुटिया चलचित्र** **चुटिया चलचित्र**,1
"प्यारा petrichor तोह पालन तोह करो मूल तोह tum लड़को जोड़ा रखना chahti तोह ""नारीवाद"" नाम परिवर्तन karke ""समानता"" rakho करेंगे",1
0125 httpswwwyoutubecomwatchv=n_zmfqmzos0&t=1m25s आवाज़ tha,1
महोदय current कार्य क्यों,1
**jo प्यार bnate भूमि भोसड़ा** **made science**,0
उसकी मानतालित्य ठीक iskalia aisa करती पागल,1
wow रोज़ 2-3 वीडियो,1
मेरा चैनल सदस्यता लेने करो यारो,1
कहना chahata garni ज्यादा rai,1
kisne dislike maaderchod,0
surat गुजरात,1
कौशल शर्मा पाकिस्तान कश्मीरी meri ladkiyo बेचारा जिनके ऐसा hua फूल सेवा। ध्यान पढ़ो,1
radi होताहै,0
feminists धरती bojh hein असत्य मामलों करके लड़को फ़साना नीच ghatiya नारीवादियों लोग,0
pehli लंगर बोलना सिख zubaan saf क्ररति पहियों baat सुना rahaapne अनुपस्थित बोलता dekh dekhne nahito tere लाभ,1
